date,tittle,price,huxing,area,built,chaoxiang,leibie,loucheng,zhuangxiu
发布时间：2018年12月15日,"
      中海康城 业主急卖 地鐵口 南向三房 产权清晰无按揭  ",328,3室2厅2卫,91平方米,2004年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月07日,"
      新塘 盛世 新出大三房 精装修 南北对流 196万  ",196,3室2厅2卫,92平方米,2013年,南,普通住宅,低层(共32层),精装修
发布时间：2018年12月15日,"
      新推 家和天曜120万买三房，5米复式公寓，带豪华家私家电  ",138,3室1厅1卫,45平方米,2016年,南北,公寓,低层(共31层),精装修
发布时间：2018年12月12日,"
      楼层好，视野好，户型方正，南北通透，有钥匙看房  ",146,3室2厅1卫,90.2平方米,2002年,东,普通住宅,高层(共9层),简单装修
发布时间：2018年12月09日,"
      黄埔区大沙地 86中教师楼小区 校长单位房 一梯一户 带学位  ",230,3室2厅1卫,90平方米,2004年,南,普通住宅,中层(共7层),精装修
发布时间：2018年11月22日,"
      车陂骏景花园 南向3房带主套 业主南沙新房已下定金 诚心出售  ",488,3室2厅2卫,94.5平方米,2006年,南,普通住宅,高层(共13层),豪华装修
发布时间：2018年12月17日,"
      金地荔湖城 轻轨站旁 内部转名 无需转名费 急售 来电可看  ",142,3室2厅2卫,88.7平方米,2015年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月11日,"
      海伦堡花园 精装电梯三房 产权清晰 急售带车位 来电98折  ",158,3室2厅0卫,88平方米,2012年,东南,普通住宅,低层(共32层),精装修
发布时间：2018年12月14日,"
      地铁口 市二中旁 居住舒适 享3大公园配套 方便看房 急售  ",110,3室2厅2卫,80平方米,2012年,南北,普通住宅,中层(共25层),豪华装修
发布时间：2018年12月12日,"
      东湖映月 间隔方正，送入户花园，住家，价格可谈  ",250,3室2厅1卫,83平方米,2012年,南北,普通住宅,低层(共33层),精装修
发布时间：2018年12月14日,"
      科慧花园 富士康大城 科教城旁 三站到天河 送万元电器大礼包  ",170,3室2厅2卫,89平方米,2017年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月06日,"
      东湖映月 楼栋位置好，南向望花园，通风采光好，带省一级学位  ",269,3室2厅1卫,87.2平方米,2013年,南,普通住宅,高层(共33层),精装修
发布时间：2018年12月19日,"
      新塘凤凰城对面 不限购 带省一级学位 万达广场旁 地铁六百米  ",135.7,3室2厅2卫,86.9平方米,2014年,南北,普通住宅,中层(共17层),精装修
发布时间：2018年12月17日,"
      万科东荟城 精装小三房 真盘实价房源 业主诚心出售随时可看房  ",270,3室2厅1卫,86.1平方米,2014年,东北,普通住宅,中层(共33层),精装修
发布时间：2018年12月10日,"
      天河星作 内部转名免名额购买，实用精装三房，来电看房  ",330,3室2厅2卫,86平方米,2017年,东南,普通住宅,中层(共30层),精装修
发布时间：2018年12月16日,"
      合山湖山国际 增城成熟大盘 交通便利 单合同 不限购 精装修  ",165,3室2厅2卫,90.5平方米,2013年,南,普通住宅,中层(共32层),豪华装修
发布时间：2018年11月25日,"
      中海馨园西区 01单位东南朝向放卖 全屋保养好 证过5年唯一  ",306,3室2厅2卫,98.3平方米,2012年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月08日,"
      华阳小学门口，电梯南向三房，双阳台产权清晰  ",660,3室2厅2卫,101平方米,2000年,东北,普通住宅,低层(共30层),精装修
发布时间：2018年12月08日,"
      全景VR看房 广州奥林匹克花园人车分流小区 业主发话价钱好谈  ",355,3室2厅2卫,96.7平方米,2003年,南,普通住宅,中层(共6层),精装修
发布时间：2018年11月30日,"
      惊    东圃  旭景家园 三房 三房 三房 只需要265万  ",265,3室2厅1卫,80平方米,2004年,东南,普通住宅,高层(共15层),精装修
发布时间：2018年12月18日,"
      保利中航城 教育城物业地铁100米 纯南向复式 内部保留单位  ",186,3室2厅2卫,94.3平方米,2016年,南,普通住宅,中层(共26层),精装修
发布时间：2018年12月07日,"
      彩虹花园 中间楼层 户型方正 三房两厅 位置安静 近地铁  ",225,3室2厅1卫,86平方米,1998年,东北,普通住宅,中层(共8层),简单装修
发布时间：2018年12月13日,"
      保利西子湾 望花园3房 带主套业主自住房 证过五年随时可交易  ",290,3室2厅2卫,93平方米,2010年,南,普通住宅,低层(共11层),精装修
发布时间：2018年12月07日,"
      新福港鼎峰实用户型 视野通风棒 全新未住 看房方便  ",338,3室2厅1卫,88.4平方米,2016年,南,普通住宅,中层(共28层),精装修
发布时间：2018年12月01日,"
      可议价20万 省级教育 车陂旭景家园 方正实用三房 电梯中层  ",280,3室2厅1卫,81平方米,2005年,南北,普通住宅,中层(共15层),精装修
发布时间：2018年12月15日,"
      （观虹路2号小区）可议价，学位房，产权清晰，近地铁，配套齐  ",150,3室2厅1卫,84平方米,2005年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月18日,"
      顺欣花园精装一手房 经典3房两房两卫 万达月底就要开了  ",200,3室2厅2卫,90.1平方米,2018年,南,普通住宅,中层(共24层),精装修
发布时间：2018年11月22日,"
      三村远洋小区 港湾小学 东南向三房 5号线地铁 户型方正实用  ",215,3室2厅1卫,86平方米,1999年,南北,普通住宅,低层(共7层),精装修
发布时间：2018年12月09日,"
      星河湾仅一套带花园3房南向 540万精装 随时看房  ",540,3室2厅2卫,130平方米,2006年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月19日,"
      招商雍景湾南北通透，户外风景优美，是您不悔的选择。  ",162,3室2厅2卫,92平方米,2018年,南北,普通住宅,低层(共6层),精装修
发布时间：2018年12月04日,"
      莺岗小区 笋盘 全新装修 带省级学位 来电详谈  ",145,3室2厅1卫,97平方米,2010年,南,普通住宅,高层(共20层),精装修
发布时间：2018年12月11日,"
      碧兰轩 精装修 户型方正 带省级学位 交通便利 业主急售  ",154.4,3室1厅2卫,95.2平方米,2013年,南北,普通住宅,中层(共21层),精装修
发布时间：2018年12月14日,"
      南向一楼前后大花园 低首付 已改小三房 拎包入住即可  ",200,3室2厅2卫,66平方米,1999年,南,普通住宅,共4层,精装修
发布时间：2018年12月09日,"
      VR全景.笋盘推荐，业主割爱放售，送全屋的家私家电  ",74,2室2厅1卫,80.1平方米,2015年,东北,普通住宅,低层(共18层),精装修
发布时间：2018年12月11日,"
      京溪地铁口上盖 广信春兰花园 采光通风非常好 业主急售送车位  ",345,3室2厅2卫,93平方米,1998年,东南,普通住宅,高层(共9层),精装修
发布时间：2018年12月14日,"
      东圃必看靓盘 富力天力居 南向单边位 电梯中层精装三房 火急  ",268,3室2厅1卫,82平方米,2004年,南,普通住宅,低层(共12层),精装修
发布时间：2018年12月17日,"
      时代城(免名额，学位房) 首付可10万，主城生活垂手可得。  ",76,3室2厅1卫,86平方米,2015年,南,普通住宅,低层(共28层),精装修
发布时间：2018年12月14日,"
      双岗地铁口 首付三成 产权清晰 满五唯一免个税 送家私家电  ",70,3室2厅2卫,85平方米,2005年,东南,普通住宅,中层(共8层),精装修
发布时间：2018年11月11日,"
      新康花园 正规三房 300米处白江地铁口物业 带学位 有K  ",170,3室2厅2卫,108平方米,2006年,北,普通住宅,高层(共7层),精装修
发布时间：2018年12月18日,"
      想买房，买房贵，不如来胜逸，金名都超多优.质盘，看到你满意  ",250,3室2厅2卫,90平方米,2015年,东南,普通住宅,低层(共26层),精装修
发布时间：2018年12月12日,"
      花城广场 地铁口 精装三房 业主急售 送家电家私 欲购从速  ",108,3室2厅2卫,97平方米,2016年,南,普通住宅,低层(共26层),精装修
发布时间：2018年12月14日,"
      （超笋盘急售）南沙碧桂园天玺湾，93方200万，证过二单边位  ",200,3室2厅1卫,93.1平方米,2014年,南,普通住宅,低层(共27层),精装修
发布时间：2018年12月14日,"
      总经理 首批推出 6米真复式  限此次推出单位  ",115,3室2厅3卫,85.8平方米,2018年,南,普通住宅,中层(共32层),精装修
发布时间：2018年11月28日,"
      嘉鸿花园 三地铁口物业 电梯三房双阳台满五年 急售305万  ",305,3室2厅1卫,90.5平方米,2003年,南,普通住宅,低层(共12层),简单装修
发布时间：2018年12月12日,"
      万科幸福誉 图片为交楼标准 地铁何棠下站地铁口市二中保留单位  ",159,3室2厅1卫,89.2平方米,2016年,南,普通住宅,中层(共33层),精装修
发布时间：2018年12月13日,"
      东圃  金融城金碧世纪花园 南向三房 随时可约看 可以公积金  ",346,3室2厅1卫,93.9平方米,2004年,南,普通住宅,中层(共17层),精装修
发布时间：2018年12月16日,"
      天河区 远洋天骄 双地铁口 个人名义可购买  可贷款 88方  ",193,3室2厅1卫,86平方米,2017年,南,公寓,中层(共19层),精装修
发布时间：2018年12月18日,"
      鱼木小区 地铁口物业 大三房 有钥匙 看房方便  ",255,3室2厅1卫,88平方米,1995年,南,普通住宅,中层(共9层),精装修
发布时间：2018年12月06日,"
      万科春风十里 首付1成 可公积金 单合同  送一层  ",178,3室2厅2卫,99平方米,2017年,南,普通住宅,高层(共24层),精装修
发布时间：2018年11月30日,"
      新收盘 东南向豪装3房 业主包税费 视野开阔 价格可谈 笋盘  ",130,3室2厅1卫,80平方米,2011年,东南,普通住宅,中层(共32层),豪华装修
发布时间：2018年12月02日,"
      (低首付)金龙居 首付40万买精装三房 户型正 来电减2万！  ",142,3室2厅1卫,83平方米,2013年,东南,普通住宅,中层(共20层),精装修
发布时间：2018年12月13日,"
      滨海御城 南向高层 精装三房 商圈标杆住宅 物有所值  ",280,3室2厅1卫,98.1平方米,2016年,南,普通住宅,高层(共31层),精装修
发布时间：2018年12月13日,"
      星汇金沙 3房 东南向望花园  ",295,3室2厅1卫,95.3平方米,2014年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月09日,"
      新收！名望苑 低首付可签约 南向三房带主套 送家电 价格可谈  ",87,3室2厅2卫,90平方米,2008年,南,普通住宅,中层(共8层),精装修
发布时间：2018年12月01日,"
      凤馨苑精装修三房两卫 超实用户型 中高楼层 视野开阔  ",220,3室2厅2卫,98平方米,2008年,南,普通住宅,高层(共11层),精装修
发布时间：2018年11月23日,"
      天河东圃 阳光桃源 精装三房 楼龄新 格局正 产权清晰 急卖  ",400,3室2厅1卫,91平方米,2015年,东北,普通住宅,高层(共15层),精装修
发布时间：2018年12月15日,"
      保利花园 精装3房 装修保养好 过5年少税 产权清晰  ",310,3室2厅2卫,90平方米,2013年,南北,普通住宅,低层(共39层),精装修
发布时间：2018年12月18日,"
      海上明月 自带省级重点 单合同 来电参加团购立减10万  ",165,3室2厅2卫,88平方米,2018年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月10日,"
      时代幸汇 25万首付 从化中心 地铁14号线即将开通 配套成  ",151,3室2厅2卫,98平方米,2013年,东南,普通住宅,低层(共24层),精装修
发布时间：2018年12月12日,"
      天河东圃广场 精装三房温馨舒适 南向安静 近地铁带双  ",450,3室2厅1卫,92平方米,2018年,南北,普通住宅,中层(共26层),精装修
发布时间：2018年12月10日,"
      金名都高层小三房 景观 格局 位置都是上上之选！仅售230万  ",230,3室2厅1卫,88平方米,2015年,东南,普通住宅,中层(共45层),精装修
发布时间：2018年12月16日,"
      实地蔷薇国际 内部员工价转名 产权清晰 不限购地铁口 真实价  ",180,3室2厅2卫,86平方米,2018年,南,普通住宅,中层(共32层),豪华装修
发布时间：2018年12月20日,"
      龙湖双珑原著 可做一成首付 地铁口500米 送五年物业管理费  ",157,3室2厅2卫,90平方米,2018年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月11日,"
      大学绿化大环境 省级学位 南秀村 南北对流 业主诚售  ",285,3室1厅1卫,59平方米,1990年,南北,普通住宅,共5层,简单装修
发布时间：2018年12月16日,"
      |诚信裕馨| 翡翠小区 地铁旁 机场快线 花都湖 南北对流  ",160,3室2厅2卫,100平方米,2006年,南北,普通住宅,低层(共9层),精装修
发布时间：2018年12月18日,"
      车陂 骏景花园 南苑三房带主套 物超所值 业主诚意出售  ",470,3室2厅2卫,94.5平方米,2004年,南,普通住宅,高层(共13层),精装修
发布时间：2018年12月12日,"
      时代南湾 一线望江 双省级学位 低首付免息分期 不限购  ",99.6,3室2厅2卫,94.8平方米,2018年,南,普通住宅,低层(共32层),精装修
发布时间：2018年12月14日,"
      （3D实拍）店长力荐 天玺湾南向一线望海小三房 急卖188万  ",188,3室2厅1卫,89.3平方米,2016年,南,普通住宅,中层(共17层),精装修
